SPY,QQQ,TLT
-8.60784970e-05,-8.69646441e-03,1.24876492e-02
-1.20770395e-03,3.64938632e-03,-8.37201013e-03
5.59304409e-03,6.85807530e-03,-4.40347393e-03
9.43526328e-04,4.01686774e-04,1.91439506e-04
3.08119358e-03,6.80837459e-03,-9.93008132e-03
7.74649465e-03,8.14874000e-03,-1.55156835e-03
-3.90770481e-03,-1.98139181e-03,-1.50574193e-02
2.04079692e-03,2.09999630e-02,-1.22898246e-02
4.91607751e-03,-3.69718047e-03,8.04514890e-03
-1.31910586e-02,-9.40057645e-03,6.01647673e-03
9.71845739e-03,7.25387065e-03,2.16139756e-03
2.20376263e-03,1.95144684e-03,-1.19440745e-02
1.86037304e-03,6.80107582e-03,6.73023175e-03
2.95285937e-03,4.82939841e-03,2.85632237e-03
1.68787076e-04,2.69410203e-03,-1.55627428e-02
-2.86840904e-03,3.07067426e-03,-8.83002652e-03
1.69158189e-04,2.10561658e-03,2.71745251e-03
7.59794689e-04,-2.29729435e-03,9.30483936e-03
3.37973714e-04,7.66407092e-04,-4.31468024e-03
7.89887776e-03,1.06668224e-02,1.30577928e-02
4.00981495e-03,4.53710467e-03,-2.06118103e-02
1.90746626e-02,1.21848378e-02,7.75361944e-03
3.75564187e-03,0.00000000e+00,-1.73024605e-02
-1.87618126e-03,1.30360639e-03,4.48114240e-03
-7.20996624e-03,-5.41095972e-03,-2.22947027e-02
4.02103287e-03,5.03838374e-03,1.34921827e-03
-3.77425178e-03,-6.34890399e-03,-5.18671793e-04
-1.19091124e-02,-1.64328311e-02,-5.41207617e-03
-1.41572734e-03,-3.81593488e-03,-2.10958627e-02
-1.57013633e-02,-1.65772820e-02,2.45338832e-02
5.07224636e-04,2.91148835e-03,-5.52818572e-03
1.46113899e-02,1.59571348e-02,4.07082617e-03
2.74672951e-03,7.62753897e-04,6.12759038e-03
-8.31352723e-04,8.35071414e-03,4.23511140e-03
-1.45828851e-02,-1.60033866e-02,4.93681253e-03
1.46659844e-02,1.99646163e-02,-1.80113485e-02
-1.17156994e-02,-6.61062832e-03,1.37961536e-02
3.02568478e-03,-7.58333088e-04,8.51331110e-03
-5.63847740e-03,-1.22117781e-02,5.19634158e-03
2.10443679e-02,2.08975059e-02,-2.24799282e-02
1.27280421e-02,1.01007229e-02,-2.61051048e-03
2.68845624e-03,2.60269203e-03,-7.87267081e-03
-1.05814406e-03,-3.71514546e-04,1.40230295e-02
5.70035246e-04,5.57179539e-04,-2.16391040e-02
3.65706587e-03,3.70478686e-03,-9.71124238e-03
3.88580502e-03,9.24378857e-04,4.92092046e-03
5.80118960e-03,6.62857898e-03,-6.10144059e-03
6.42108540e-04,-3.49271056e-03,3.75137899e-03
8.82560051e-04,1.83994141e-03,-1.46525409e-02
-4.58262169e-03,-4.42191499e-03,-1.31096046e-02
5.78542400e-03,7.72504626e-03,6.90470559e-03
1.07069584e-03,8.80653233e-04,1.80731235e-02
2.41021327e-03,7.33352307e-04,-1.07365624e-03
6.32064848e-03,6.03037846e-03,6.95422080e-03
3.10527173e-03,-1.81967151e-04,-7.16871992e-03
-1.43192440e-03,-2.55428813e-03,-2.04292031e-03
3.98170846e-04,5.48152808e-04,8.89223141e-03
1.43127509e-03,-1.82810652e-03,-1.97784996e-02
7.14870072e-04,2.19313618e-03,1.67769142e-02
-1.58957829e-03,-2.37583568e-03,-7.51408178e-04
2.38342746e-04,-3.66574003e-03,1.10042959e-02
1.02852548e-02,1.54871377e-02,-7.57290756e-03
-5.51212644e-04,-7.23246638e-04,1.17715048e-03
5.18419429e-03,8.46749938e-03,-2.22741728e-02
-1.96056116e-03,3.22403173e-03,4.36403212e-03
-1.96449137e-03,-8.94565570e-04,5.32056542e-03
-1.25914176e-03,3.75149863e-03,5.39910754e-03
3.53753413e-03,1.42587732e-03,-5.61553809e-03
8.98403832e-03,7.09696719e-03,-7.82803904e-03
-1.63445617e-03,3.53633674e-04,8.91023678e-03
7.21842126e-03,7.39595857e-03,-6.40333691e-03
1.69996785e-03,2.80302946e-03,-4.69355719e-03
-9.85348671e-03,-1.14367520e-02,7.19489654e-03
-1.32627892e-03,-7.10357772e-03,-1.38899952e-02
2.26137652e-03,-7.69298816e-03,7.89805385e-03
5.67066067e-03,1.37340516e-02,4.36708875e-04
5.41775289e-04,1.41638361e-03,9.45723002e-03
3.86364158e-03,5.29299069e-03,-1.52624958e-02
2.46486394e-03,6.13996664e-03,4.49404789e-03
-1.76171535e-02,-2.56856977e-02,5.23587712e-03
7.48832842e-03,4.83294409e-03,-7.64482516e-03
1.58819382e-02,1.85764118e-02,-4.96266680e-03
-1.91410595e-03,-1.57894043e-03,2.21524965e-04
2.22004159e-03,1.75421598e-03,-8.32515205e-03
2.82513237e-03,5.59242986e-03,-1.01940916e-02
6.23280187e-03,4.69452280e-03,5.16645457e-03
4.53612390e-03,6.56987241e-03,-9.22890987e-03
-2.26537620e-03,-1.72494325e-03,8.66795485e-03
3.78171835e-04,1.55252265e-03,-1.16112732e-02
5.95199381e-03,7.21298253e-03,1.42982052e-02
2.40154153e-03,2.39239038e-03,6.70589975e-04
-3.15285895e-03,-1.36656027e-03,4.45769902e-03
6.29543408e-03,6.47531497e-03,-3.22984627e-03
2.98389945e-03,-3.40187616e-04,1.56032303e-03
2.08355635e-03,-2.21100154e-03,-3.12427276e-03
-2.02740062e-02,-2.93730324e-02,1.48634646e-02
-6.16329857e-03,-8.27594064e-03,3.62614501e-03
-6.86880905e-04,5.29011551e-03,6.34210508e-03
1.06359336e-02,1.37984673e-02,5.86881417e-03
6.17739503e-03,2.07913302e-03,1.29940300e-03
-1.68133286e-02,-1.62291088e-02,2.89528068e-03
2.13625582e-03,5.26404630e-03,-1.54923765e-02
1.70774424e-02,1.95830575e-02,-9.83366858e-03
-7.52040452e-03,-5.16199987e-03,8.29304710e-03
-7.88179586e-03,-1.35462138e-02,-6.40768281e-03
8.71187623e-03,4.01299557e-03,-6.11439001e-03
-1.43446299e-03,-6.81455211e-03,9.65495930e-03
-1.86789915e-02,-1.57291089e-02,1.66470397e-02
6.90226763e-03,6.21527498e-03,-5.66404587e-03
-6.05618621e-03,-3.54693159e-03,-4.36205837e-04
-1.15233428e-02,-1.43141814e-02,1.48587528e-02
-1.86863148e-02,-2.44446636e-02,1.12427368e-02
1.31485417e-02,9.19115831e-03,-7.69484488e-03
3.63063721e-03,-2.25632294e-03,2.67779197e-03
1.53786780e-02,1.91001301e-02,-5.90156168e-03
-3.47475015e-03,-1.80361771e-03,3.32977597e-03
2.85800636e-03,5.58008101e-03,-1.28755511e-03
9.51784695e-03,1.76147362e-02,-7.54732687e-03
3.05147582e-03,2.46600040e-03,-2.49219675e-03
-2.44026761e-03,-5.46891953e-03,1.40970671e-03
6.69625097e-03,9.68265520e-03,-7.72202878e-03
6.87744970e-03,4.71887963e-03,7.93841644e-03
-1.35671327e-03,1.39380013e-03,-2.06000455e-03
4.21473866e-03,5.22430299e-04,4.84983609e-03
8.25718145e-04,-3.31197594e-03,1.08438922e-03
-1.50059434e-04,-2.62288540e-03,-4.01775097e-03
3.14705186e-03,2.44804257e-03,-1.51266396e-02
-2.54664967e-03,-6.98992452e-04,-1.98997183e-03
-3.45634415e-03,-4.72970351e-03,-5.32592448e-03
-3.01536615e-03,-3.34183893e-03,8.89398086e-04
-7.50216001e-03,-6.89458632e-03,1.07249752e-02
-7.60864300e-05,8.47884604e-03,6.24857443e-03
7.60528034e-04,-1.76021349e-03,-7.65190274e-04
3.64173361e-03,-1.76370152e-03,1.34707710e-02
-1.12719448e-02,-7.08576852e-03,2.26347461e-03
5.72807154e-03,6.20251916e-03,4.29804240e-03
1.35399691e-02,2.23627600e-02,-6.45312514e-03
5.09588893e-03,7.91627158e-03,-8.63537851e-04
-1.04710101e-03,2.56795744e-03,3.77250077e-03
8.56847695e-03,5.62619357e-03,9.63560798e-03
6.50736671e-03,6.77729419e-03,-1.02816570e-02
3.23849567e-03,-1.52117678e-03,7.61416587e-03
2.34781487e-03,-8.45673424e-04,3.09379006e-03
-1.54048658e-03,-1.86363761e-03,1.60367662e-03
-3.60340564e-03,-4.75967818e-03,5.64370303e-03
-6.65306506e-03,-1.53447890e-03,4.45018959e-03
-9.08976645e-03,-5.47571306e-03,9.46947962e-03
4.40589037e-03,3.25482188e-03,-4.40797067e-03
3.86740635e-03,3.75537008e-03,-1.05241912e-03
8.50022646e-03,8.48356025e-03,-7.18642038e-03
-1.05805203e-02,-7.29127438e-03,5.71137974e-03
4.74914196e-03,5.93865235e-03,-6.34708002e-03
-7.72924101e-03,-1.19130812e-02,8.98005243e-03
-6.36135972e-03,-1.74427398e-02,5.55895451e-03
-1.49913429e-04,2.78369106e-03,1.01974696e-02
8.89619618e-03,8.30457935e-03,-1.33403588e-02
2.37865573e-03,2.92468263e-03,-4.19995338e-04
-7.97648260e-03,-7.58770793e-03,5.25303536e-04
-1.16688156e-02,-1.48230396e-02,4.81369515e-03
-8.33148828e-04,-6.16761922e-03,3.75156257e-03
3.32858938e-03,3.88087260e-03,-4.69237344e-03
4.59743150e-03,6.14456494e-03,8.53374253e-03
3.82723828e-03,5.06237619e-03,-4.15558901e-04
1.03572794e-02,1.60641631e-02,2.27827654e-03
-2.27171008e-02,-2.20018300e-02,1.34249842e-02
-1.06204803e-03,2.09982295e-03,-1.92332987e-02
-9.99439439e-03,-1.51466575e-02,5.72515377e-03
-1.06377584e-02,-8.19667183e-03,-7.60627847e-03
-6.20013053e-04,-1.79063068e-03,4.59170260e-03
-4.19618378e-03,-7.19578127e-03,7.77859829e-03
7.60251114e-03,1.80378583e-03,-4.03652490e-03
-1.40081409e-02,-1.54364200e-02,7.64616958e-03
7.83212684e-04,0.00000000e+00,-5.05713466e-03
1.26063321e-02,1.27294410e-02,-1.52210071e-02
-1.79454938e-02,-1.91555666e-02,1.80108329e-02
2.20207481e-03,-3.87607380e-03,4.52996671e-03
2.97963343e-03,-3.13667990e-03,-4.73600243e-03
5.10295788e-03,5.19219694e-03,1.23719711e-03
1.36108859e-02,2.12263188e-02,-4.44161201e-03
-6.04346736e-03,-7.26884784e-03,6.20624821e-04
-2.87958025e-03,9.25858618e-03,7.62814684e-03
-1.16817046e-02,-1.74994078e-02,-4.21890872e-03
8.87168614e-03,1.58716775e-02,-1.38093080e-02
1.29685213e-02,1.47327045e-02,-8.08294970e-03
8.52736747e-03,4.09346359e-03,-6.66142416e-03
9.51714786e-03,1.32336859e-02,-1.59310996e-03
1.46682305e-02,1.49618912e-02,-1.60072988e-03
-8.21749012e-04,4.99527844e-03,2.23962542e-03
1.19463026e-03,3.25937285e-03,5.10230092e-03
1.03220252e-02,1.36082114e-02,-2.97310559e-03
-7.11733672e-03,-2.70711809e-03,1.40437726e-02
-1.82458002e-02,-1.82925990e-02,1.48831603e-02
-4.32824173e-03,-7.62043682e-03,3.40279414e-03
3.34283786e-03,4.16382646e-03,2.77687041e-03
-6.92644012e-03,-1.16674745e-02,-1.43738278e-02
5.78770554e-03,1.32247507e-02,1.66520617e-03
-8.23503560e-03,-5.37335358e-03,-9.71841585e-03
1.61013995e-02,2.25116667e-02,2.05772042e-02
-6.02791906e-04,-4.25723177e-03,-1.18993908e-02
1.37756184e-02,6.63331216e-03,-7.73275337e-03
6.69247004e-04,1.02875748e-02,7.52469606e-03
-5.58846625e-03,-2.01569312e-03,-1.09923386e-02
-3.74346781e-03,2.51863620e-03,6.81849957e-03
-2.06878246e-02,-2.61650138e-02,1.04620701e-04
-2.91370335e-03,1.72027877e-03,3.75599447e-03
-6.85805590e-03,-3.27081686e-03,1.95955368e-02
-4.26181163e-03,-4.66579072e-03,1.00418104e-02
-2.58793763e-02,-2.56158105e-02,2.95836196e-02
5.40394743e-03,9.55070697e-03,1.96835370e-03
-4.79738799e-02,-4.75851711e-02,3.49621011e-02
-1.49833109e-03,-6.29603717e-03,-2.92779471e-02
-6.73405031e-02,-6.20769206e-02,3.10796326e-02
4.54506604e-02,4.71037534e-02,3.02800155e-03
-4.51830246e-02,-4.17811212e-02,2.93188645e-02
4.39053479e-02,4.31003271e-02,-5.17670561e-02
6.71058315e-03,8.81224052e-03,1.96094968e-02
2.09441407e-02,1.46393493e-02,-1.01863809e-02
-8.57615938e-03,-8.49833773e-03,1.64188176e-02
6.68681815e-04,-5.95446340e-03,1.73573430e-02
-4.40755534e-02,-5.03310968e-02,2.03307885e-02
-1.64653434e-02,-1.82220759e-02,8.03589328e-03
7.98839953e-04,3.59133746e-03,-2.52102351e-03
3.23802739e-02,4.04000329e-02,-1.38904237e-02
1.39865737e-02,7.81165882e-03,-2.88414816e-02
-1.53616060e-02,-1.64566758e-02,1.07625679e-02
1.44297393e-02,2.47726854e-02,9.81746733e-03
2.83309046e-02,2.74753053e-02,-1.39221131e-02
2.63296452e-03,6.57047869e-03,1.59482201e-02
4.42825002e-03,1.63625125e-03,-1.55744128e-02
-1.05278940e-02,-9.12276905e-03,2.09767321e-02
-2.58820053e-02,-2.37401128e-02,3.19691598e-02
-7.32435121e-03,1.87970998e-04,1.03450857e-02
2.78170675e-02,2.50177039e-02,-1.92728516e-02
-1.04463429e-02,-4.58616313e-03,8.92776594e-03
-2.65590214e-02,-2.24980640e-02,1.06089993e-02
6.44912457e-03,1.27060276e-02,1.05475605e-03
9.12966846e-03,1.32791697e-02,-1.43340444e-02
1.37489910e-02,1.41894781e-02,8.43089068e-03
1.71100257e-02,1.47037249e-02,-1.54062880e-02
5.90100934e-03,9.12459897e-03,7.24287057e-03
-1.00067551e-02,3.53115111e-04,1.88877099e-02
-1.16420175e-03,-4.42600335e-03,4.18693571e-03
-2.99011200e-02,-1.75411197e-02,3.25484724e-02
-3.28582580e-02,-3.30428121e-02,3.68974011e-02
6.00695579e-03,1.05824355e-02,-1.87757838e-02
2.35016427e-02,1.15672348e-02,-1.61853998e-02
1.11218915e-02,1.03518890e-02,-1.54261335e-02
-2.06300946e-02,-1.49261661e-02,-3.41798527e-04
7.87224628e-03,-1.19915299e-02,6.89699185e-03
-2.53065762e-02,-2.61368074e-02,2.48087427e-02
-2.88708337e-02,-2.60557005e-02,2.71476667e-02
2.16862046e-02,2.03240427e-02,-1.27614965e-02
1.83461621e-02,2.53510541e-02,-7.22446416e-03
1.79295320e-02,1.66736261e-02,-1.86307036e-02
-6.71849843e-03,-6.63622290e-03,-7.41507323e-03
3.28985584e-02,3.40004082e-02,-1.42239448e-02
1.00318686e-03,6.77010191e-03,-3.35167539e-03
8.73352203e-03,4.95895108e-03,-1.46526480e-02
-1.98974456e-03,9.14563181e-03,9.90789158e-03
1.69497864e-02,1.83870853e-02,-1.46360023e-02
-1.92757590e-02,-1.55901275e-02,1.71407453e-02
1.93573495e-02,1.23193543e-02,-6.23035826e-03
-1.18997675e-02,-1.95030905e-02,-3.47765297e-04
4.36584690e-03,-4.93535003e-03,-7.14576831e-03
1.88095116e-02,1.24681754e-02,-1.06389777e-02
1.21864430e-02,2.05551161e-02,1.67809860e-03
-1.96350940e-02,-1.98570006e-02,2.50976007e-02
1.01073805e-02,-1.22175723e-03,-1.76246532e-02
3.42417210e-02,2.72148798e-02,-3.44847790e-02
-2.33045920e-04,1.52842281e-03,1.04615795e-02
-2.44011908e-02,-1.69396087e-02,3.88893188e-02
-2.82848462e-02,-2.64025701e-02,3.29268379e-02
1.61800438e-02,8.46851290e-03,-1.25527372e-02
1.80630499e-02,2.05193993e-02,-1.38278454e-02
-6.11724413e-03,-5.17738547e-03,1.20244107e-03
6.19661298e-03,7.06840854e-03,6.33306722e-03
1.27488620e-02,1.14445547e-02,-1.28786619e-02
-3.76078727e-02,-3.57891275e-02,2.05265055e-02
9.37441589e-03,-5.28541158e-04,-1.50121053e-02
1.86477185e-02,1.86694667e-02,-6.12028035e-03
-9.51954622e-03,-6.24237295e-03,1.59549353e-02
4.92979706e-03,1.10710109e-02,-1.36176606e-03
-1.59902820e-02,-1.66527072e-02,9.07610353e-03
-1.60042363e-02,-2.37178880e-02,7.99060669e-03
-1.06479614e-03,-7.73208880e-03,-2.51267022e-04
-1.92029744e-02,-1.93187323e-02,5.93121646e-03
-3.93548909e-03,3.30728848e-03,1.11004636e-02
-2.23129716e-02,-2.28189755e-02,9.75512602e-03
-1.88914846e-03,-7.72352310e-03,-1.46267563e-02
2.85553295e-02,3.42040401e-02,-4.97215584e-04
2.83635796e-03,-6.23270083e-03,-8.23305961e-03
4.03251239e-02,3.62952174e-02,-1.57399993e-02
-1.59803580e-04,6.89196502e-03,-5.02946870e-03
-8.80286657e-04,-2.82162307e-03,1.39195143e-02
1.08326806e-02,1.08905348e-02,-2.02472268e-03
3.17121730e-04,-2.79883953e-03,-9.58994802e-03
3.71545009e-03,0.00000000e+00,3.57512116e-03
-2.21803190e-02,-1.69618038e-02,1.24135552e-02
1.68000131e-02,1.59099785e-02,-2.07749516e-02
-1.47047101e-02,-1.12876734e-02,1.10766019e-02
-9.38291533e-03,-1.10579642e-02,9.27819821e-03
-1.07032815e-02,-1.57254847e-02,1.87140357e-02
3.60792442e-03,-2.73642602e-03,-3.71449752e-03
1.48166016e-03,5.13568325e-03,1.15939591e-02
-1.07495743e-02,-9.89226641e-03,1.25912702e-02
2.98114716e-02,2.92086141e-02,-2.52615787e-02
1.93464747e-03,-1.44072978e-02,-1.40065298e-02
8.81962738e-03,8.48948386e-03,4.18820345e-03
8.90111257e-03,8.59601352e-03,-1.11823295e-02
7.90949910e-04,3.72314030e-03,4.73869297e-03
-1.32104902e-02,-1.16248903e-02,1.83206262e-02
1.02812970e-02,7.17006551e-03,1.82187612e-03
-4.92823621e-03,-2.86224678e-03,3.22119121e-03
1.58108883e-02,1.89838792e-02,-1.51233919e-02
1.56682637e-03,4.20922815e-03,-1.19616270e-02
2.65926445e-03,8.19183816e-03,-1.78075876e-03
-2.58075302e-03,3.46544974e-03,7.86380442e-03
2.42435886e-03,-3.29191422e-03,-1.77119996e-03
8.63332298e-03,7.26269632e-03,-1.68782439e-03
5.41619321e-04,2.06548950e-03,1.29311718e-02
2.39658558e-03,3.94656284e-03,-1.41890548e-03
-5.18658043e-03,-3.60272899e-03,9.89305214e-03
3.87303756e-03,9.06830675e-03,4.62212428e-03
1.09958373e-02,1.31977531e-02,-1.21794173e-02
5.26232863e-03,6.20092316e-03,-1.38480254e-02
3.72045830e-03,-1.50459237e-03,-1.13898356e-02
-2.57969102e-03,3.34718097e-04,-6.34592697e-03
-1.14076728e-03,-1.84179478e-03,1.80395019e-03
8.33279698e-03,1.24886127e-02,-2.40693935e-03
-5.14296473e-03,-3.48125390e-03,1.31692226e-02
-4.55142328e-04,2.98484694e-03,3.13871183e-03
-3.41977545e-03,8.27327158e-04,1.17029051e-02
-3.80556712e-04,1.32280086e-03,1.14842448e-02
8.71911471e-03,8.06257661e-03,-1.15199303e-02
1.58395387e-03,3.10877451e-03,-4.19733993e-04
1.39213549e-02,1.36296522e-02,-2.17236520e-02
-6.68958616e-04,-8.06124809e-04,9.90228103e-03
2.52541523e-03,2.09462998e-03,-1.24794606e-02
2.96319512e-03,5.29743105e-03,7.74222867e-04
1.25688348e-03,7.17897106e-03,-7.50491909e-03
-7.41497334e-03,-7.01877117e-03,1.29042607e-02
7.41497334e-03,9.24158482e-03,1.28158636e-03
-1.25688348e-03,2.53421570e-03,5.27870234e-03
-4.67069012e-03,-6.98493252e-03,-1.78462429e-03
1.10122015e-02,1.36076762e-02,-8.02901125e-03
2.64276554e-03,-3.14790988e-03,-2.57096865e-04
4.39542841e-04,2.83359839e-03,-1.11275353e-02
-3.22956629e-03,-4.56947189e-03,1.24991568e-02
4.40143166e-03,6.61120722e-03,0.00000000e+00
2.19318549e-03,3.44531367e-03,6.48912465e-03
1.67825280e-03,1.40636645e-03,8.81222998e-03
2.91206769e-03,1.00970146e-02,-3.29610629e-03
-3.93333038e-03,-4.49204904e-03,-6.11218633e-03
5.16864362e-03,7.88672862e-03,-9.45903410e-03
-3.05456716e-03,-7.70606669e-04,9.34785626e-03
-4.08641495e-03,-1.03820455e-02,-7.96980681e-03
-1.47335714e-02,-9.86178458e-03,1.20584903e-02
6.95215409e-03,7.67876367e-03,-6.13945697e-03
9.89959147e-03,1.07138243e-02,-1.00579116e-02
3.86030740e-03,4.16088438e-03,1.98519528e-03
7.26646610e-05,4.61209332e-04,-1.73086210e-04
1.78654215e-02,1.84305157e-02,-1.77493084e-02
-1.07183639e-03,3.46520658e-03,-2.55188053e-02
5.77308775e-03,2.85319205e-03,1.52998720e-03
1.38370674e-03,-7.05988720e-04,1.97617354e-03
3.91221918e-03,7.04038999e-03,-1.20076569e-02
-2.91485384e-03,1.78970769e-03,3.98869158e-03
-1.63918894e-03,1.48912177e-04,1.12447651e-02
-7.22946487e-03,-2.08756355e-03,3.21471923e-03
3.22759338e-03,-5.97928940e-04,9.40754199e-03
1.39372477e-02,1.73275876e-02,-5.13635593e-03
-3.11178866e-03,1.46686086e-03,7.16587104e-03
-4.97076203e-03,-3.96570789e-03,-1.41154416e-03
-1.71051102e-03,-3.83439088e-03,7.47569114e-03
4.12791575e-03,-1.92256346e-03,-1.70549501e-02
7.28800486e-03,1.03090826e-02,5.52402739e-03
-4.09725641e-03,-2.92851238e-04,-1.74804034e-02
-9.96025348e-03,-1.37244173e-02,1.36520840e-02
-5.00661359e-04,6.22176046e-03,7.20013371e-03
-1.12947372e-02,-7.55962912e-03,2.31122824e-02
-1.69275866e-02,-1.61997193e-02,1.12731635e-02
8.06194354e-03,4.82755941e-03,-1.20523635e-02
1.29812555e-02,1.13721599e-02,-4.16601872e-03
-1.19597356e-02,-1.52925021e-02,1.60471552e-02
-6.56974112e-04,-1.12431713e-02,-1.45603281e-03
1.47035427e-02,2.01172916e-02,-6.00593567e-04
-3.38487152e-03,-2.54887164e-03,2.91227500e-03
-6.44175138e-03,-1.13236861e-02,9.40968063e-04
1.66858872e-03,-2.73667752e-03,1.70533050e-04
-8.44418610e-03,-9.17737025e-03,7.23405092e-03
3.79389946e-03,-5.39252638e-03,-7.06364360e-03
1.35989462e-02,2.62253538e-02,-5.13732878e-03
6.94443735e-03,5.85191062e-03,5.99153740e-03
1.63998296e-03,5.96625477e-03,8.52032301e-04
-3.71085952e-03,-7.16394419e-03,2.55651466e-04
6.20133668e-03,1.64622772e-03,-5.19956553e-03
-2.98938743e-03,2.83734455e-03,7.01849482e-03
-7.65451677e-03,-1.06439891e-02,-2.55668364e-04
-1.62897071e-02,-2.51825955e-02,7.81722103e-03
7.29386569e-04,9.26926232e-04,1.69221221e-04
-4.01944297e-03,-3.71300491e-03,5.31790649e-03
-5.94980569e-03,-3.10444644e-03,6.73296258e-04
2.06071736e-03,-2.02309754e-03,-2.94858325e-03
-3.01873129e-03,-1.55911405e-04,8.23405238e-03
-1.11227854e-02,-9.39266900e-03,1.38784583e-02
-5.75814586e-03,-3.30845622e-03,4.03541255e-03
-3.83206845e-03,-6.80836711e-03,2.87305503e-03
-1.49422507e-02,-2.13579921e-02,1.75486456e-02
-8.59546374e-03,-1.30697418e-02,2.41360006e-04
1.70421831e-02,2.75719363e-02,-2.09563745e-03
1.74137439e-03,-1.12014796e-03,-1.11966131e-02
5.29472169e-04,1.91958460e-03,6.91116162e-03
1.96342241e-03,-6.57481003e-03,-3.81570883e-03
-3.24969602e-03,-1.28805896e-03,3.73502142e-03
1.20393097e-02,1.26469371e-02,-3.08472088e-03
-1.46164600e-02,-8.46705671e-03,2.50462690e-02
-2.20319303e-03,-4.34097846e-03,1.15083953e-02
-2.54993828e-02,-2.69473250e-02,2.34616865e-02
-4.68296857e-04,7.58582785e-03,-7.93208487e-03
7.54390529e-03,4.09895666e-03,-1.34673504e-02
2.22195448e-02,2.26472163e-02,-2.01863914e-02
6.05846287e-04,-4.00650116e-03,1.51817199e-03
7.91998836e-03,9.58932007e-03,-2.39131979e-04
-1.27781833e-02,-1.70041706e-02,4.54137134e-03
1.14249833e-02,1.20606430e-02,-9.18445274e-03
-6.41486589e-03,-6.89675601e-03,9.81992870e-03
1.05445860e-02,3.69537511e-03,-1.27171451e-03
1.01750682e-02,1.23470392e-02,5.55343220e-03
1.93652923e-03,9.32322204e-03,5.36488206e-03
9.62607347e-03,1.03272478e-02,-1.31478484e-02
-1.62269361e-03,7.77738447e-04,4.93144946e-03
-2.26942091e-02,-2.52018361e-02,5.30112070e-03
7.67249209e-03,1.04729596e-02,-1.34272449e-02
-1.61650835e-02,-1.94461930e-02,1.44530359e-02
5.01333770e-03,6.25774832e-03,-3.94959291e-03
8.97603989e-03,6.05963453e-03,1.58103293e-03
-2.85763425e-03,-1.11912549e-02,2.44716381e-03
2.46211397e-02,3.10249855e-02,-1.30928270e-02
3.00750347e-03,2.95712633e-03,1.02654242e-02
6.57167400e-03,8.35632775e-03,-7.71526814e-03
-4.52224017e-03,6.16260012e-04,5.09695886e-03
-9.54900159e-03,-1.25534393e-02,9.25055552e-03
-1.25560604e-03,-1.87311004e-03,8.77634887e-03
-8.75832132e-03,-9.89258702e-03,2.02627604e-03
1.49582205e-04,-5.53860891e-03,1.24463917e-03
-4.85713830e-03,-9.40591018e-03,7.05188072e-03
1.66383774e-02,1.51023326e-02,-2.62934039e-03
-2.36008028e-03,-2.84405298e-03,4.63439489e-03
6.84384660e-03,5.20779847e-03,-7.89076544e-03
7.37967563e-03,1.34461520e-02,5.43479887e-04
2.61694721e-03,1.09663844e-02,-2.56513438e-03
-9.19032569e-03,-1.32984555e-02,1.21447924e-02
-1.01636176e-02,-1.22164171e-02,5.59704570e-03
-8.62433040e-03,-7.91029574e-03,7.84432776e-03
2.24244783e-04,-6.69332147e-03,2.57595452e-03
1.63627493e-02,1.31843944e-02,-9.19764926e-03
1.82648758e-02,2.33950349e-02,-1.90421674e-02
0.00000000e+00,-7.71445299e-04,7.44395716e-03
-7.01859461e-03,-3.08505850e-04,2.00683206e-03
-8.72199885e-04,-2.93616147e-03,-5.01132357e-03
-6.92816672e-03,-3.56648240e-03,5.65252158e-03
1.96389716e-02,1.87728449e-02,-1.62694854e-02
1.93539549e-03,7.59263742e-03,3.92323579e-04
5.00109242e-03,8.28664596e-03,-1.29491157e-02
1.21123873e-03,-4.50149240e-04,-5.33930166e-03
8.53096374e-04,2.99777532e-03,-7.19459389e-04
1.63481379e-03,5.98143610e-04,5.02484396e-03
-4.97100923e-04,2.39028680e-03,-1.67235269e-03
1.41984965e-04,4.47399048e-04,-1.36392286e-02
1.13570662e-03,2.53174328e-03,-1.41558237e-02
7.35143563e-03,1.18312579e-02,-8.55722257e-03
1.33752963e-03,4.40070768e-03,4.86351065e-03
7.05303841e-05,1.46302859e-03,2.05370541e-03
-3.02934817e-03,-3.95427323e-03,4.42235466e-03
4.23812506e-04,4.10018812e-03,1.63692633e-02
-8.21344807e-03,-8.21694011e-03,4.17118970e-03
6.02495314e-03,6.16916797e-03,-9.60472169e-04
2.11821933e-04,1.60952335e-03,5.83107970e-03
-9.89941225e-04,0.00000000e+00,2.38654406e-03
7.78119293e-04,0.00000000e+00,-4.37964606e-03
-7.23396588e-03,-1.01392609e-02,5.17487657e-03
4.75750557e-03,6.62419320e-03,1.40342157e-02
-9.21841658e-04,-1.02785990e-03,-1.00480591e-03
-8.50623695e-04,-1.02847479e-03,-4.72301418e-03
2.00932743e-02,2.19568682e-02,-1.67913297e-02
3.88769912e-03,-1.43940768e-03,-4.66539914e-03
-5.69783588e-03,-1.29009483e-02,2.41555679e-03
2.78329355e-03,-1.60686104e-03,-6.29302414e-03
3.33006860e-03,2.91859928e-03,-1.25428800e-02
1.51211069e-02,1.34595601e-02,-3.94224956e-03
4.42516506e-03,8.87433685e-03,-2.69369509e-02
-3.40224389e-03,4.27013095e-04,1.19316513e-02
-8.17510201e-04,8.54152941e-04,4.99866661e-03
